V001_StudentID,V002_MatriculaID,V003_CohorteIngreso,V004_AnioIngreso,V005_SemestreIngreso,V006_Edad,V007_Genero,V008_Distrito,V009_NivelSocioeconomico,V010_ColegioProc,V011_TipoIngreso,V012_Facultad,V013_Carrera,V014_CicloActual,V015_CreditosAprobados,V016_CreditosCicloActual,V017_PPA,V018_PPC,V019_CursosDesaprobadosHist,V020_CursosRepetidosActual,V021_TasaAprobacionHist,V022_EstadoMatricula,V023_PensionMensual,V024_BecaTipo,V025_BecaMonto,V026_MoraPensionDias,V027_DeudaPendienteMatricula,V028_TrabajaActualmente,V029_IngresoLaboralMensual,V030_HorasTrabajoSemana,V031_TasaAsistenciaPct,V032_HorasEstudioSemana,V033_HorasLMS_Semana,V034_AccesosLMS_Semana,V035_TareasEntregadasPct,V036_ParticipacionForos,V037_VisitasBiblioteca_Mes,V038_VisitasTutoria,V039_ActividadesExtracurr,V040_GruposEstudio,V041_IndiceBienestarMental,V042_IndiceBienestarFisico,V043_VisitasPsicologia,V044_VisitasCentroSalud,V045_IndiceEstresPercibido,V046_SatisfaccionGeneral,V047_SatisfaccionDocentes,V048_SatisfaccionServicios,V049_NPS_Universidad,V050_UsoAppUPIE,V051_SesionesApp_Semana,V052_MinutosVideo_Semana,V053_TokensForoTexto,V054_SentimientoForoNLP,V055_RatioAlumnoDocente,V056_TamañoClase,V057_DocentesTCpct,V058_ConveniosEmpresa,V059_PracticasProfesionales,V060_OfertaPracticasRecibidas,V061_MentoriaSesiones,V062_ServiciosCarreraUso,V063_TasaEmpleabilidadCarrera,V064_SalarioPrimerEmpleo,V065_RedExalumnosActivo,V066_DonacionEgresado,V067_RiesgoDesercionPCA1,V068_EmbeddingSimilitudEstudiante,V069_InstrumentoPandemia,V070_DriftScoreCohorte,V071_FoldCV_K5,V072_ConfidenceScoreDesercion,V073_PesoSMOTE_Desercion,V074_SHAP_MoraPension,V075_DesercionBinario,V076_RiesgoAcademicoAlto,V077_SegmentoRetencion,V078_TutoriasRecomendadas
UPIE-03541,MAT-03541,2024-I,2024,I,45,F,Otro,B,Nacional,Examen regular,Ingeniería,Ing. Sistemas,4,70,15,12.19,13.09,2,0,0.804,Egresado,2348.88,Convenio,1285.84,0,0.0,0,0.0,0,60.3,26.5,0.5,9,74.8,4,2,0,1,2,75.6,83.6,3,2,62.8,95.3,78.9,85.7,-1,0,0,84.8,78,0.8993,18.4,51,0.721,13,0,0,1,0,0.727,2415.51,0,0.0,0.0534,0.7225,0,0.0404,0,0.6372,1.0,-0.0163,0,0,En seguimiento,3
UPIE-03542,MAT-03542,2021-I,2021,I,35,F,Miraflores,C,Privado,Examen regular,Negocios,Marketing,1,16,12,12.86,13.39,0,0,0.981,Egresado,1037.17,Sin beca,0.0,120,2083.9,1,943.05,26,64.6,33.4,9.3,16,100.0,2,4,2,1,0,38.0,79.1,1,1,74.6,48.1,63.3,61.3,93,0,0,324.5,65,0.4517,21.3,21,0.32,12,0,0,4,0,0.881,2233.02,0,0.0,0.1503,0.7096,1,0.1718,1,0.3618,1.0,0.6208,0,0,En crisis,5
UPIE-03543,MAT-03543,2019-I,2019,I,33,F,Callao,B,Privado,Directivo,Derecho,Derecho,10,156,21,10.07,7.88,8,3,0.649,Activo,2452.09,PRONABEC,2084.28,30,1929.49,0,0.0,0,88.5,20.4,7.5,9,63.4,4,3,1,0,0,79.4,54.3,2,0,44.5,42.2,74.2,45.2,42,1,6,183.9,91,0.0514,26.7,17,0.583,19,1,0,1,0,0.742,0.0,0,0.0,-0.0606,0.8066,0,0.0352,2,0.3388,1.0,0.1587,0,1,En seguimiento,1
UPIE-03544,MAT-03544,2019-I,2019,I,36,F,VES,C,Privado,Traslado externo,Ingeniería,Ing. Industrial,9,132,18,8.81,17.4,4,0,0.823,Egresado,1055.19,Sin beca,0.0,0,0.0,0,0.0,0,53.0,24.2,9.0,18,77.5,1,3,3,2,1,75.4,76.2,0,1,19.7,45.8,68.8,48.1,58,1,8,44.9,62,0.3709,23.7,20,0.516,9,1,3,1,1,0.828,2256.02,1,570.2,0.0292,0.6373,0,0.0237,3,0.8564,1.0,-0.0284,0,1,Vulnerable,2
UPIE-03545,MAT-03545,2024-II,2024,II,18,F,La Molina,C,Nacional,Examen regular,Ciencias de la Salud,Medicina,3,49,15,11.17,12.99,1,0,0.982,Activo,1274.52,Beca parcial,754.64,0,0.0,0,0.0,0,65.4,24.8,4.7,12,100.0,4,2,2,1,2,46.6,93.6,0,0,73.0,68.0,71.3,75.4,12,1,8,159.6,83,0.6218,31.7,37,0.595,11,0,0,5,0,0.98,0.0,0,0.0,-0.1309,0.7596,0,0.0168,4,0.5776,1.0,0.0579,0,0,En seguimiento,0
UPIE-03546,MAT-03546,2018-I,2018,I,40,F,Callao,C,Nacional,Directivo,Negocios,Contabilidad,7,99,18,11.55,14.68,6,0,0.725,Reserva,1409.27,Sin beca,0.0,30,1391.72,1,783.65,29,70.8,27.8,6.8,11,66.5,3,4,1,1,0,36.1,85.4,0,0,67.4,87.6,37.7,59.6,67,1,16,225.0,60,0.4235,21.6,45,0.667,19,1,2,2,1,0.7,0.0,0,0.0,0.0534,0.5788,0,0.0589,0,0.4223,1.0,0.1504,1,0,En seguimiento,1
UPIE-03547,MAT-03547,2021-II,2021,II,18,F,SJL,C,Otro,Examen regular,Negocios,Economía,2,26,12,8.82,17.13,12,0,0.519,Desertor,895.39,Sin beca,0.0,0,0.0,0,0.0,0,87.4,8.0,1.8,15,51.4,5,2,0,1,2,73.1,73.5,1,1,47.2,47.0,96.5,68.0,58,1,5,185.4,79,0.0924,32.2,49,0.708,1,0,0,1,0,0.628,0.0,0,0.0,-0.0353,0.6491,1,0.1481,1,0.8007,5.0,0.0647,0,1,Vulnerable,2
UPIE-03548,MAT-03548,2019-II,2019,II,35,M,Callao,D,Privado elite,Examen regular,Ciencias de la Salud,Nutrición,9,133,14,11.02,11.39,5,0,0.84,Activo,595.39,Sin beca,0.0,0,0.0,0,0.0,0,91.3,22.7,10.5,14,84.6,2,2,2,1,1,41.9,85.7,1,2,23.8,89.2,51.6,85.7,23,0,0,435.5,45,0.5409,30.6,33,0.606,15,1,0,3,1,0.781,0.0,1,209.19,-0.0276,0.6779,0,0.1973,2,0.8965,1.0,-0.044,0,0,En seguimiento,1
UPIE-03549,MAT-03549,2020-I,2020,I,23,M,Otro,D,Privado,Examen regular,Ciencias de la Salud,Enfermería,5,72,21,14.43,15.83,0,0,0.907,Activo,535.64,PRONABEC,455.29,0,0.0,1,2778.56,41,94.6,26.8,1.7,10,90.7,3,2,1,1,4,77.6,72.5,0,2,76.9,71.9,95.7,55.8,-18,1,6,50.3,67,0.4113,32.8,42,0.748,24,0,0,2,0,0.712,0.0,0,0.0,-0.1553,0.8586,1,0.0605,3,0.6531,1.0,-0.0275,0,0,Comprometido,1
UPIE-03550,MAT-03550,2020-I,2020,I,31,F,Los Olivos,B,Privado,Convenio empresa,Negocios,Marketing,6,100,18,9.24,11.67,5,4,0.757,Desertor,2666.37,PRONABEC,2266.41,0,0.0,0,0.0,0,87.3,2.9,9.9,9,77.4,2,3,1,0,1,63.6,77.8,0,1,36.7,86.0,86.5,89.5,60,1,5,93.0,63,1.0,34.1,37,0.69,24,1,0,1,0,0.597,0.0,0,0.0,-0.019,0.6894,1,0.1531,4,0.5353,5.0,0.0075,0,1,Vulnerable,3
UPIE-03551,MAT-03551,2020-II,2020,II,47,M,VES,C,Nacional,Examen regular,Derecho,Derecho,1,14,16,7.44,12.47,5,0,0.673,Activo,1756.77,Sin beca,0.0,0,0.0,1,501.45,16,87.2,14.9,9.8,12,74.3,6,3,2,1,1,79.4,55.9,2,1,24.2,65.5,62.9,53.8,61,0,0,124.6,97,0.3439,24.4,42,0.578,2,0,0,2,0,0.969,0.0,0,0.0,-0.1752,0.7345,1,0.0725,0,0.6402,1.0,-0.0216,0,1,Vulnerable,0
UPIE-03552,MAT-03552,2024-I,2024,I,29,M,Otro,C,Privado,Beca PRONABEC,Ingeniería,Ing. Electrónica,10,161,20,13.79,15.45,0,0,0.891,Egresado,1501.58,Beca parcial,673.76,0,0.0,0,0.0,0,59.6,33.3,6.5,7,87.0,0,0,0,2,1,61.9,64.7,0,0,29.5,78.4,74.7,57.4,80,1,10,53.2,36,0.6407,30.1,19,0.582,0,1,1,3,1,0.757,2017.43,0,0.0,-0.0813,0.7831,0,0.187,1,0.8276,1.0,-0.0178,0,0,En seguimiento,1
UPIE-03553,MAT-03553,2020-I,2020,I,43,M,San Borja,D,Otro,Traslado externo,Negocios,Contabilidad,8,114,20,14.33,14.29,0,0,0.981,Activo,355.54,Beca parcial,182.84,120,1172.79,0,0.0,0,90.2,26.6,7.1,15,100.0,2,2,2,0,0,79.4,53.3,1,2,27.4,90.9,66.2,51.2,43,1,4,101.0,56,0.6792,30.3,21,0.347,11,0,0,1,1,0.823,0.0,0,0.0,-0.0016,0.6923,1,0.2313,2,0.4451,1.0,0.6247,0,0,En crisis,0
UPIE-03554,MAT-03554,2020-II,2020,II,38,F,San Isidro,C,Nacional,Directivo,Ciencias de la Salud,Fisioterapia,4,69,17,12.78,10.85,1,1,0.839,Separado,871.93,PRONABEC,741.14,0,0.0,1,1076.05,20,84.4,22.1,4.3,10,70.3,3,0,1,0,0,63.5,47.7,2,4,35.0,100.0,61.8,65.8,5,0,0,178.9,61,1.0,18.1,31,0.682,11,0,0,2,1,0.752,0.0,1,415.79,-0.1642,0.8088,1,0.1042,3,0.7171,1.0,0.0033,0,0,Comprometido,2
UPIE-03555,MAT-03555,2021-I,2021,I,20,F,San Borja,C,Privado elite,Examen regular,Negocios,Contabilidad,5,72,18,13.52,16.77,0,0,0.998,Activo,1740.75,Beca parcial,995.55,0,0.0,0,0.0,0,63.9,15.2,3.3,9,100.0,1,2,1,1,3,53.1,97.2,0,1,43.5,57.3,72.8,100.0,17,0,0,175.8,57,0.0219,24.1,38,0.413,3,0,0,0,0,0.843,0.0,0,0.0,-0.0137,0.8551,1,0.2051,4,0.5164,1.0,0.0077,0,0,En seguimiento,0
UPIE-03556,MAT-03556,2023-I,2023,I,47,M,Otro,B,Nacional,Examen regular,Ingeniería,Ing. Industrial,1,15,16,11.89,12.64,3,0,0.854,Activo,2408.14,Sin beca,0.0,0,0.0,0,0.0,0,76.0,10.1,14.5,5,99.7,4,3,1,1,0,49.8,83.7,0,1,16.7,97.5,64.8,45.5,-13,1,8,106.7,81,0.7835,22.3,19,0.572,9,0,0,0,1,0.7,0.0,0,0.0,-0.2532,0.9512,0,0.2313,0,0.5278,1.0,0.0048,0,0,En seguimiento,0
UPIE-03557,MAT-03557,2021-II,2021,II,49,M,San Borja,C,Nacional,Examen regular,Humanidades,Traducción,3,42,19,14.91,12.92,0,0,0.871,Activo,1750.5,Sin beca,0.0,0,0.0,0,0.0,0,83.3,9.8,10.8,10,97.6,1,2,1,2,1,60.0,77.2,0,3,26.9,72.7,67.8,56.9,72,1,9,106.0,46,0.569,26.7,46,0.4,4,0,0,2,1,0.866,0.0,1,92.36,-0.1647,0.7327,1,0.1355,1,0.899,1.0,0.0002,0,0,Comprometido,1
UPIE-03558,MAT-03558,2020-II,2020,II,49,M,San Miguel,B,Otro,Examen regular,Humanidades,Comunicaciones,8,140,12,14.84,15.81,0,0,0.914,Activo,1314.84,Beca parcial,617.83,30,1106.98,1,2098.72,44,83.8,13.6,11.7,12,83.6,1,0,1,2,2,68.8,65.7,1,2,11.2,45.6,45.8,100.0,18,1,1,107.5,55,0.2086,30.9,18,0.56,24,1,3,3,0,0.834,0.0,1,26.03,-0.2041,0.7868,1,0.0434,2,0.5689,1.0,0.1763,0,0,Comprometido,1
UPIE-03559,MAT-03559,2019-II,2019,II,31,M,SJL,A,Privado,Directivo,Negocios,Administración,2,30,16,17.67,15.86,0,0,0.918,Activo,2470.35,Sin beca,0.0,0,0.0,0,0.0,0,86.5,27.9,9.2,13,90.5,3,3,3,4,0,53.1,72.3,1,2,62.8,78.1,70.1,62.3,24,0,0,115.4,64,0.6824,31.1,34,0.6,16,1,2,2,0,0.668,0.0,0,0.0,-0.3334,0.8388,0,0.1164,3,0.4981,1.0,0.0052,0,0,Estrella,1
UPIE-03560,MAT-03560,2017-I,2017,I,24,F,Surco,C,Nacional,Examen regular,Humanidades,Psicología,6,80,12,11.16,11.69,3,1,0.804,Activo,1186.0,Beca parcial,654.58,0,0.0,0,0.0,0,96.4,20.3,4.9,16,88.4,3,3,3,2,1,77.5,45.5,0,2,32.6,48.0,87.5,100.0,-15,1,6,233.8,68,0.5977,21.1,44,0.57,22,1,0,2,1,0.68,0.0,0,0.0,-0.128,0.6817,0,0.2672,4,0.6214,1.0,-0.0036,0,0,En seguimiento,0
UPIE-03561,MAT-03561,2024-I,2024,I,44,M,Callao,B,Otro,Examen regular,Arquitectura,Diseño Interior,3,53,16,9.12,10.4,5,1,0.797,Desertor,1961.71,Beca parcial,1144.43,0,0.0,1,5493.76,27,91.2,21.3,5.8,5,83.4,6,1,0,1,0,63.4,94.8,0,2,16.0,82.3,75.3,73.1,39,0,0,23.7,103,0.4917,27.8,52,0.714,10,1,4,1,0,0.508,0.0,0,0.0,-0.1353,0.8529,0,0.0636,0,0.8235,5.0,0.034,0,1,Vulnerable,0
UPIE-03562,MAT-03562,2021-II,2021,II,51,F,Otro,C,Nacional,Beca PRONABEC,Negocios,Marketing,4,57,18,9.68,11.2,4,0,0.92,Activo,1173.17,Sin beca,0.0,0,0.0,0,0.0,0,63.3,17.5,14.7,14,93.3,2,2,1,2,1,80.4,81.2,3,0,21.8,90.5,100.0,60.3,55,1,4,44.5,47,0.1903,23.7,17,0.695,12,0,0,2,0,0.621,0.0,0,0.0,-0.0203,0.6133,1,0.101,1,0.3509,1.0,-0.0251,1,1,Vulnerable,3
UPIE-03563,MAT-03563,2022-II,2022,II,47,F,San Isidro,B,Nacional,Examen regular,Humanidades,Psicología,10,160,18,12.25,16.56,1,0,0.866,Activo,1341.13,Sin beca,0.0,0,0.0,0,0.0,0,81.4,5.2,7.3,13,81.4,2,1,2,1,2,65.4,85.8,1,3,15.3,67.7,61.7,75.3,31,0,0,76.3,56,0.2938,22.3,18,0.528,22,0,0,1,0,0.869,0.0,0,0.0,-0.131,0.734,0,0.2994,2,0.6179,1.0,-0.0644,0,0,Comprometido,0
UPIE-03564,MAT-03564,2022-I,2022,I,18,M,SJL,B,Nacional,Examen regular,Ciencias de la Salud,Enfermería,7,110,16,13.24,13.03,2,0,0.867,Activo,1242.78,Sin beca,0.0,0,0.0,0,0.0,0,68.9,20.8,3.0,12,87.4,5,3,1,2,1,74.1,86.7,0,1,55.6,77.0,65.0,54.0,77,1,5,69.1,82,0.6156,18.8,47,0.342,10,1,1,1,0,0.687,0.0,0,0.0,0.0036,0.6489,0,0.1364,3,0.5714,1.0,-0.0426,0,0,En seguimiento,1
UPIE-03565,MAT-03565,2024-I,2024,I,23,M,Callao,A,Nacional,Examen regular,Arquitectura,Arquitectura,5,69,18,14.31,8.29,0,1,1.0,Egresado,2837.39,Sin beca,0.0,90,10107.17,0,0.0,0,81.4,19.5,1.4,13,100.0,0,2,3,1,2,60.9,77.5,1,1,45.6,81.9,54.2,57.5,89,0,0,52.4,41,0.8168,33.8,28,0.589,7,0,0,2,1,0.862,2074.62,1,253.93,0.0647,0.746,0,0.0952,4,0.3539,1.0,0.4104,0,0,En seguimiento,3
UPIE-03566,MAT-03566,2020-II,2020,II,46,M,SJL,C,Nacional,Examen regular,Arquitectura,Diseño Gráfico,8,120,20,7.58,11.26,4,2,0.848,Reserva,836.5,PRONABEC,711.02,0,0.0,1,2281.57,16,73.3,14.1,5.1,10,90.3,3,1,0,1,1,61.2,60.1,1,0,63.2,64.7,67.7,100.0,-11,0,0,194.7,67,0.7657,22.7,36,0.495,23,0,0,3,0,0.868,0.0,1,112.77,-0.0412,0.7732,1,0.0326,0,0.4809,1.0,0.027,0,1,Vulnerable,0
UPIE-03567,MAT-03567,2019-I,2019,I,41,F,La Molina,B,Nacional,Examen regular,Ingeniería,Ing. Sistemas,6,82,14,15.76,12.56,0,0,0.964,Activo,2026.34,Sin beca,0.0,15,778.5,0,0.0,0,92.3,15.5,9.3,15,82.0,3,2,1,1,1,88.9,71.8,1,1,65.1,70.7,76.2,38.4,1,1,11,51.8,82,0.3842,25.5,26,0.354,6,0,0,2,0,0.858,0.0,1,378.32,0.1145,0.5719,0,0.1084,1,0.454,1.0,0.091,0,0,Comprometido,4
UPIE-03568,MAT-03568,2022-II,2022,II,27,M,SJL,C,Nacional,Examen regular,Ingeniería,Ing. Electrónica,3,47,17,12.56,10.65,0,0,0.876,Desertor,1647.06,PRONABEC,1400.0,0,0.0,1,1033.88,35,83.3,11.2,14.1,6,75.1,2,2,1,3,2,43.5,59.8,0,2,66.0,66.7,100.0,30.9,77,0,0,244.2,58,0.1362,22.1,31,0.628,22,0,0,3,0,0.75,0.0,1,540.65,-0.1107,0.6969,0,0.1536,2,0.7022,5.0,0.0079,0,0,Comprometido,1
UPIE-03569,MAT-03569,2021-II,2021,II,26,M,San Miguel,B,Privado,Examen regular,Ingeniería,Ing. Civil,8,108,14,12.92,7.13,1,2,0.849,Activo,1337.94,Sin beca,0.0,120,5136.16,0,0.0,0,83.6,23.4,11.0,6,94.3,1,1,1,3,4,61.5,59.9,2,3,23.4,68.3,72.4,70.7,-12,0,0,38.7,45,0.2628,22.7,51,0.473,13,1,1,1,1,0.822,0.0,0,0.0,0.1411,0.6356,1,0.0905,3,0.6482,1.0,0.6674,0,0,En crisis,1
UPIE-03570,MAT-03570,2018-I,2018,I,32,F,Otro,A,Privado elite,Examen regular,Ciencias de la Salud,Fisioterapia,9,140,20,9.18,15.03,4,0,0.736,Activo,2716.06,Beca total,2716.06,0,0.0,1,2545.41,17,93.1,14.0,5.6,20,77.4,3,1,0,1,4,70.5,48.8,1,1,20.7,68.6,88.5,67.8,31,0,0,77.8,59,0.388,34.0,28,0.502,21,0,0,2,1,0.915,0.0,0,0.0,-0.0065,0.5707,0,0.0925,4,0.6655,1.0,-0.0121,1,1,Vulnerable,3
UPIE-03571,MAT-03571,2022-II,2022,II,31,F,SJL,B,Privado,Examen regular,Ingeniería,Ing. Sistemas,6,93,17,14.67,11.43,0,0,0.921,Egresado,2467.54,PRONABEC,2097.41,0,0.0,0,0.0,0,84.9,14.3,13.1,10,87.0,4,3,0,1,1,63.4,78.5,0,3,64.1,84.0,77.8,65.0,0,1,7,69.5,79,0.8253,27.3,51,0.37,12,0,0,2,0,0.829,3062.47,0,0.0,-0.0691,0.7141,0,0.0852,0,0.7654,1.0,0.0569,0,0,Comprometido,2
UPIE-03572,MAT-03572,2017-II,2017,II,31,M,Otro,C,Privado,Examen regular,Negocios,Economía,6,88,13,11.13,7.41,3,2,0.845,Activo,1200.79,Beca parcial,499.8,120,3859.92,1,1497.41,9,45.8,26.2,12.0,17,90.7,2,2,3,1,2,56.6,57.0,2,1,54.6,66.0,79.0,93.6,53,1,6,129.1,68,0.6655,19.9,44,0.718,1,0,0,2,1,0.808,0.0,0,0.0,0.2056,0.5935,0,0.1184,1,0.379,1.0,0.6373,1,0,En crisis,3
UPIE-03573,MAT-03573,2024-I,2024,I,20,F,San Borja,D,Nacional,Examen regular,Humanidades,Traducción,9,143,16,14.71,13.98,0,0,0.863,Activo,569.1,Sin beca,0.0,0,0.0,1,2042.69,9,84.5,16.2,16.2,6,87.2,3,3,1,4,1,40.4,58.2,1,1,77.5,72.9,75.8,62.5,13,0,0,39.9,58,0.3628,23.2,54,0.537,9,1,1,0,0,0.804,0.0,0,0.0,-0.1835,0.7368,0,0.0647,2,0.449,1.0,-0.0353,0,0,Comprometido,0
UPIE-03574,MAT-03574,2019-II,2019,II,22,F,VES,A,Nacional,Convenio empresa,Ciencias de la Salud,Fisioterapia,6,80,16,12.9,11.33,0,1,0.937,Activo,2505.07,Sin beca,0.0,0,0.0,1,3126.71,39,53.0,32.4,11.0,14,95.7,2,3,1,2,2,66.0,56.6,2,1,9.6,69.7,67.0,64.8,7,1,6,158.9,58,0.4287,34.4,27,0.414,10,0,0,1,1,0.907,0.0,0,0.0,-0.0787,0.7584,0,0.3124,3,0.4768,1.0,-0.0147,1,0,En seguimiento,0
UPIE-03575,MAT-03575,2024-I,2024,I,19,F,San Borja,B,Privado elite,Examen regular,Ingeniería,Ing. Electrónica,4,56,13,17.01,11.74,0,0,0.944,Activo,1657.69,Convenio,1099.12,30,1558.51,0,0.0,0,92.5,27.5,2.5,17,83.0,2,3,3,5,4,68.6,59.1,1,1,52.5,92.5,78.8,32.7,-3,0,0,177.0,62,1.0,28.0,18,0.505,21,0,0,2,0,0.715,0.0,0,0.0,-0.3524,0.863,0,0.169,4,0.5854,1.0,0.1268,0,0,Comprometido,0
UPIE-03576,MAT-03576,2017-I,2017,I,16,F,San Borja,C,Privado,Examen regular,Ciencias de la Salud,Fisioterapia,2,26,12,11.11,14.18,3,0,0.855,Activo,1035.0,Sin beca,0.0,0,0.0,0,0.0,0,62.6,22.3,7.7,14,76.4,3,3,2,1,1,60.0,90.1,0,1,67.4,98.2,50.9,76.1,84,0,0,18.2,64,0.5758,21.4,25,0.315,14,0,0,1,1,0.574,0.0,0,0.0,-0.0017,0.6298,0,0.0585,0,0.7031,1.0,0.0059,0,0,En seguimiento,0
UPIE-03577,MAT-03577,2019-II,2019,II,34,F,SJL,B,Nacional,Traslado externo,Ingeniería,Ing. Sistemas,4,69,14,16.85,12.85,0,2,0.87,Separado,2566.97,PRONABEC,2181.92,0,0.0,1,2166.05,40,76.7,8.9,9.4,6,80.0,3,1,0,2,0,86.9,60.7,0,2,27.5,82.3,88.3,94.2,-20,1,3,121.3,66,0.783,29.4,32,0.639,9,0,0,4,1,0.637,0.0,0,0.0,-0.0245,0.6327,0,0.0815,1,0.658,1.0,0.0431,0,0,Comprometido,0
UPIE-03578,MAT-03578,2021-I,2021,I,42,M,Miraflores,C,Privado,Directivo,Negocios,Administración,1,17,17,13.2,5.32,0,2,0.875,Activo,1579.15,Beca total,1579.15,90,3364.36,0,0.0,0,80.9,18.1,14.4,14,80.8,7,1,1,1,2,68.9,66.2,1,1,47.6,98.3,72.2,65.5,93,0,0,15.4,97,1.0,20.7,18,0.561,3,0,0,0,0,0.722,0.0,0,0.0,-0.142,0.6691,1,0.0696,2,0.3939,1.0,0.4437,0,0,En seguimiento,0
UPIE-03579,MAT-03579,2023-II,2023,II,24,F,San Borja,D,Nacional,Examen regular,Humanidades,Psicología,7,100,12,16.9,12.99,0,1,0.933,Desertor,576.99,Sin beca,0.0,120,1810.32,0,0.0,0,82.2,24.1,6.4,14,95.4,1,1,1,2,0,77.4,43.2,2,1,30.1,72.9,88.0,75.4,53,1,5,113.0,51,0.5633,30.0,17,0.449,5,1,1,4,1,0.615,0.0,1,222.65,-0.0457,0.6111,0,0.0502,3,0.3009,5.0,0.626,0,0,En crisis,1
UPIE-03580,MAT-03580,2021-II,2021,II,26,M,Lince,C,Otro,Examen regular,Ingeniería,Ing. Electrónica,1,13,18,11.54,16.5,1,0,0.934,Activo,861.66,Beca parcial,270.28,0,0.0,1,3173.19,12,82.7,19.0,6.1,10,83.8,8,1,1,1,2,67.2,74.9,3,2,39.7,63.5,100.0,60.5,30,1,6,150.3,102,0.5185,19.7,16,0.708,18,1,2,5,1,0.713,0.0,1,347.33,-0.0129,0.7609,1,0.5871,4,0.8579,1.0,0.0318,0,0,En seguimiento,1
UPIE-03581,MAT-03581,2020-I,2020,I,22,M,San Borja,C,Nacional,Examen regular,Ingeniería,Ing. Electrónica,6,90,19,11.9,13.24,1,1,0.925,Activo,1212.79,PRONABEC,1030.87,0,0.0,0,0.0,0,85.3,12.1,4.3,14,100.0,0,4,1,1,2,71.4,74.6,1,2,42.0,43.0,78.3,41.6,33,0,0,46.9,38,-0.0706,24.3,44,0.685,1,1,2,2,0,0.568,0.0,0,0.0,-0.1934,0.7518,1,0.1953,0,0.5239,1.0,-0.0513,0,0,En seguimiento,1
UPIE-03582,MAT-03582,2022-I,2022,I,46,F,SJL,C,Nacional,Convenio empresa,Ingeniería,Ing. Industrial,4,62,12,14.57,13.03,0,0,0.923,Activo,1268.53,Beca parcial,654.64,0,0.0,0,0.0,0,59.2,23.7,10.8,14,90.5,3,2,3,2,0,74.0,64.4,0,0,45.9,77.8,65.7,83.7,18,0,0,95.6,70,0.6512,34.0,37,0.706,22,0,0,1,0,0.948,0.0,0,0.0,0.0137,0.6746,0,0.2005,1,0.5724,1.0,0.0012,0,0,En seguimiento,1
UPIE-03583,MAT-03583,2022-I,2022,I,24,F,Otro,B,Privado,Examen regular,Arquitectura,Diseño Interior,2,32,21,13.77,11.17,0,0,0.978,Activo,1456.92,Sin beca,0.0,0,0.0,1,1989.77,27,77.3,17.1,3.2,15,88.3,1,0,1,0,3,87.8,59.3,2,3,18.8,71.5,54.6,71.5,17,0,0,279.5,43,0.3318,20.5,53,0.593,19,1,2,3,0,0.606,0.0,0,0.0,-0.2064,0.869,0,0.0725,2,0.5036,1.0,-0.009,0,0,Comprometido,0
UPIE-03584,MAT-03584,2022-I,2022,I,45,M,Los Olivos,B,Privado,Beca PRONABEC,Negocios,Economía,2,30,20,10.26,13.46,4,0,0.741,Activo,1936.49,Sin beca,0.0,0,0.0,0,0.0,0,75.4,10.3,10.6,12,61.9,1,0,0,1,2,37.1,79.2,0,2,40.6,93.2,75.4,62.1,81,0,0,79.0,53,0.5741,19.6,34,0.327,21,0,0,4,0,0.671,0.0,1,47.96,-0.202,0.8231,0,0.1062,3,0.6654,1.0,-0.0493,0,1,En seguimiento,1
UPIE-03585,MAT-03585,2023-II,2023,II,49,NB,San Miguel,D,Nacional,Examen regular,Ciencias de la Salud,Fisioterapia,7,93,19,16.78,12.45,0,0,0.861,Activo,424.1,Sin beca,0.0,0,0.0,0,0.0,0,52.9,29.1,10.7,11,82.1,2,1,2,4,1,40.0,42.8,0,1,61.5,77.9,71.2,43.4,67,0,0,63.8,65,0.8519,32.6,15,0.746,17,0,0,0,1,0.881,0.0,0,0.0,0.0184,0.6824,0,0.1156,4,0.4793,1.0,0.0686,0,0,En seguimiento,4
UPIE-03586,MAT-03586,2023-II,2023,II,27,M,Otro,C,Privado elite,Convenio empresa,Ciencias de la Salud,Enfermería,9,121,20,11.82,11.34,1,0,0.943,Activo,1043.54,PRONABEC,887.01,15,623.6,1,2071.61,24,72.6,14.9,6.5,8,100.0,6,4,2,2,0,82.4,92.8,1,3,48.1,57.8,71.6,92.1,10,1,7,87.1,85,0.4565,18.5,41,0.335,7,0,0,3,1,0.98,0.0,1,60.52,0.0165,0.6338,0,0.1069,0,0.4146,1.0,0.0607,0,0,En seguimiento,3
UPIE-03587,MAT-03587,2020-II,2020,II,26,F,La Molina,B,Nacional,Directivo,Ingeniería,Ing. Electrónica,1,16,17,11.55,16.07,4,0,0.791,Activo,2727.52,Sin beca,0.0,0,0.0,0,0.0,0,75.6,15.8,10.0,14,79.9,1,2,1,0,2,46.1,92.7,1,1,14.0,88.8,64.1,70.2,-19,1,6,116.7,44,0.5443,19.2,52,0.749,20,0,0,3,0,0.841,0.0,0,0.0,-0.2754,0.7097,1,0.0016,1,0.6569,1.0,-0.006,0,0,En seguimiento,1
UPIE-03588,MAT-03588,2017-I,2017,I,30,F,Miraflores,B,Privado,Directivo,Ingeniería,Ing. Electrónica,10,170,13,16.27,10.71,0,1,1.0,Desertor,1333.46,Beca total,1333.46,30,865.7,0,0.0,0,72.6,28.3,10.2,14,100.0,3,2,5,2,0,76.0,70.8,2,0,32.3,69.7,83.1,88.2,8,0,0,280.3,74,0.5368,28.1,33,0.471,3,0,0,0,0,0.959,0.0,0,0.0,-0.0308,0.6452,0,0.1193,2,0.463,5.0,0.1105,0,0,En seguimiento,2
